9.498923511886356863e+00,1.370597275742299530e+02,0.000000000000000000e+00
1.130615880277152741e+01,1.371999260305277915e+02,0.000000000000000000e+00
1.311318353932461989e+01,1.373434364457666561e+02,0.000000000000000000e+00
1.491995678384284219e+01,1.374908580535589806e+02,0.000000000000000000e+00
1.672643526590204033e+01,1.376428234727900133e+02,0.000000000000000000e+00
1.853257294327287141e+01,1.378000049818998036e+02,0.000000000000000000e+00
2.033832050911643563e+01,1.379631215440768415e+02,0.000000000000000000e+00
2.214362483387198921e+01,1.381329467445896171e+02,0.000000000000000000e+00
2.394842832797998256e+01,1.383103178327358194e+02,0.000000000000000000e+00
2.575266820871918227e+01,1.384961461002380361e+02,0.000000000000000000e+00
2.755627565081448083e+01,1.386914288775384421e+02,0.000000000000000000e+00
2.935917479587663692e+01,1.388972634922194800e+02,0.000000000000000000e+00
3.116128158987976349e+01,1.391148636135026493e+02,0.000000000000000000e+00
3.296250241038383422e+01,1.393455785085141372e+02,0.000000000000000000e+00
3.476273243554973646e+01,1.395909158665424457e+02,0.000000000000000000e+00
3.656185369447333500e+01,1.398525690159941348e+02,0.000000000000000000e+00
3.835973272202021178e+01,1.401324495776173080e+02,0.000000000000000000e+00
4.015621771985026811e+01,1.404327268838327427e+02,0.000000000000000000e+00
4.195113509683389452e+01,1.407558758711894029e+02,0.000000000000000000e+00
4.374428522398567765e+01,1.411047356537507085e+02,0.000000000000000000e+00
4.553543718769179094e+01,1.414825816555370182e+02,0.000000000000000000e+00
4.732432225509802493e+01,1.418932150850252185e+02,0.000000000000000000e+00
4.911062566939149576e+01,1.423410747670918113e+02,0.000000000000000000e+00
5.089397625909595035e+01,1.428313780417467740e+02,0.000000000000000000e+00
5.267393315770374329e+01,1.433702997897264027e+02,0.000000000000000000e+00
5.444996866285224968e+01,1.439652019391719762e+02,0.000000000000000000e+00
5.622144587953015815e+01,1.446249304698463902e+02,0.000000000000000000e+00
5.798758923032644930e+01,1.453602035951952871e+02,0.000000000000000000e+00
5.974744508492076989e+01,1.461841244183999322e+02,0.000000000000000000e+00
6.149982851388362803e+01,1.471128653547890224e+02,0.000000000000000000e+00
6.324325027203523319e+01,1.481665921278067799e+02,0.000000000000000000e+00
6.497581517937877038e+01,1.493707253321842643e+02,0.000000000000000000e+00
6.669507846095778802e+01,1.507576818959701370e+02,0.000000000000000000e+00
6.839783928825707449e+01,1.523693030879732646e+02,0.000000000000000000e+00
7.007983902373955232e+01,1.542602658747634905e+02,0.000000000000000000e+00
7.173531277338128120e+01,1.565028905278995524e+02,0.000000000000000000e+00
7.335631273779502237e+01,1.591938741011475145e+02,0.000000000000000000e+00
7.493167565986418310e+01,1.624634863796355262e+02,0.000000000000000000e+00
7.644544314583492906e+01,1.664872986910385748e+02,0.000000000000000000e+00
7.787448366508276365e+01,1.714985310774072786e+02,0.000000000000000000e+00
7.918511340109768071e+01,1.777929958572466091e+02,0.000000000000000000e+00
8.032902045393312562e+01,-1.742964225929397912e+02,0.000000000000000000e+00
8.124058736323819119e+01,-1.645041391241020676e+02,0.000000000000000000e+00
8.184150165346083838e+01,-1.528658435406846650e+02,0.000000000000000000e+00
